datetime,region,respiratory_illness_cases,hospital_admissions
2022-06-13 02:00:00,Dubai,73,45
2022-09-26 21:00:00,Fujairah,47,42
2022-02-01 15:00:00,Sharjah,17,33
2022-09-21 02:00:00,Ajman,55,1
2021-01-26 09:00:00,Abu Dhabi,87,41
2022-10-25 15:00:00,Ajman,61,38
2022-03-05 11:00:00,Fujairah,10,17
2022-05-18 22:00:00,Fujairah,32,25
2022-08-10 03:00:00,Dubai,29,48
2022-05-28 20:00:00,Fujairah,73,3
2022-09-07 19:00:00,Ajman,96,25
2023-02-03 04:00:00,Sharjah,32,7
2021-11-24 12:00:00,Dubai,55,45
2021-07-19 08:00:00,Ajman,6,37
2022-06-19 20:00:00,Fujairah,34,44
2020-11-20 06:00:00,Sharjah,37,23
2020-08-02 18:00:00,Sharjah,82,45
2020-03-04 13:00:00,Fujairah,92,5
2021-05-24 06:00:00,Dubai,98,8
2020-05-22 22:00:00,Fujairah,30,31
2022-10-21 02:00:00,Abu Dhabi,38,40
2022-12-18 20:00:00,Dubai,85,37
2022-01-12 04:00:00,Abu Dhabi,92,26
2022-05-16 00:00:00,Dubai,27,31
2023-04-01 05:00:00,Fujairah,2,19
2020-03-01 02:00:00,Sharjah,32,30
2022-07-02 07:00:00,Abu Dhabi,33,17
2021-09-17 02:00:00,Dubai,78,4
2022-04-09 13:00:00,Fujairah,52,11
2022-07-06 14:00:00,Dubai,70,32
2022-06-10 06:00:00,Ajman,77,35
2021-03-09 17:00:00,Fujairah,25,27
2020-11-01 06:00:00,Ajman,18,29
2020-08-24 19:00:00,Ajman,3,32
2021-02-13 23:00:00,Sharjah,25,42
2020-03-02 07:00:00,Abu Dhabi,62,11
2020-03-28 22:00:00,Dubai,64,2
2022-06-01 05:00:00,Abu Dhabi,8,32
2021-03-17 18:00:00,Fujairah,61,48
2020-10-06 21:00:00,Fujairah,27,20
2022-08-31 14:00:00,Sharjah,56,18
2021-08-18 09:00:00,Ajman,56,48
2020-06-26 10:00:00,Fujairah,76,3
2020-01-01 04:00:00,Ajman,41,20
2022-09-05 00:00:00,Fujairah,47,44
2021-03-22 22:00:00,Abu Dhabi,12,46
2021-07-11 16:00:00,Dubai,77,21
2020-10-07 23:00:00,Dubai,27,28
2022-12-25 22:00:00,Abu Dhabi,77,24
2023-03-06 12:00:00,Abu Dhabi,50,9
2023-03-04 16:00:00,Fujairah,86,43
2023-03-20 18:00:00,Abu Dhabi,84,31
2023-01-24 07:00:00,Dubai,5,1
2023-03-12 10:00:00,Ajman,31,4
2023-04-28 00:00:00,Fujairah,15,0
2022-01-15 11:00:00,Ajman,13,13
2021-06-09 12:00:00,Sharjah,84,4
2020-03-12 06:00:00,Dubai,19,37
2020-11-25 11:00:00,Ajman,57,42
2021-04-09 10:00:00,Ajman,54,7
2022-02-08 09:00:00,Fujairah,4,18
2021-10-04 11:00:00,Dubai,62,43
2020-02-11 07:00:00,Dubai,2,47
2020-02-15 04:00:00,Sharjah,74,39
2022-10-30 14:00:00,Ajman,96,46
2023-03-07 08:00:00,Sharjah,78,39
2020-07-23 23:00:00,Sharjah,9,17
2020-02-09 00:00:00,Fujairah,77,31
2020-02-01 01:00:00,Fujairah,48,4
2021-11-17 04:00:00,Fujairah,62,23
2022-01-31 13:00:00,Abu Dhabi,49,43
2023-04-14 21:00:00,Dubai,16,27
2021-04-10 16:00:00,Fujairah,31,19
2020-06-06 06:00:00,Dubai,99,10
2021-07-29 06:00:00,Sharjah,94,43
2021-11-17 19:00:00,Dubai,64,24
2020-04-05 17:00:00,Abu Dhabi,54,28
2020-09-22 06:00:00,Abu Dhabi,87,46
2021-09-22 14:00:00,Abu Dhabi,43,24
2020-02-01 10:00:00,Dubai,17,30
2021-09-25 06:00:00,Abu Dhabi,21,17
2021-07-26 13:00:00,Dubai,10,27
2021-05-11 00:00:00,Sharjah,53,18
2020-06-28 14:00:00,Sharjah,17,16
2020-09-20 23:00:00,Sharjah,93,3
2023-02-10 03:00:00,Abu Dhabi,42,38
2021-09-15 20:00:00,Fujairah,55,17
2022-01-13 14:00:00,Dubai,38,38
2022-04-11 16:00:00,Dubai,39,21
2022-08-12 07:00:00,Dubai,26,7
2020-06-16 18:00:00,Fujairah,21,37
2021-11-02 00:00:00,Dubai,42,5
2022-01-27 18:00:00,Ajman,56,41
2021-04-20 04:00:00,Sharjah,99,2
2020-09-23 00:00:00,Ajman,34,41
2022-03-29 04:00:00,Dubai,74,36
2020-12-22 21:00:00,Dubai,5,45
2020-10-09 13:00:00,Sharjah,45,37
2022-06-03 05:00:00,Ajman,24,2
2023-03-10 17:00:00,Ajman,9,2
2020-12-09 16:00:00,Fujairah,55,26
2022-03-22 14:00:00,Sharjah,2,47
2020-10-23 23:00:00,Sharjah,7,2
2022-06-15 19:00:00,Ajman,84,32
2022-08-13 22:00:00,Sharjah,32,30
2020-07-12 15:00:00,Abu Dhabi,36,16
2022-07-07 15:00:00,Sharjah,68,29
2023-02-23 04:00:00,Fujairah,25,35
2020-09-08 15:00:00,Abu Dhabi,38,30
2021-04-11 18:00:00,Dubai,14,20
2020-10-09 22:00:00,Sharjah,83,13
2020-08-17 20:00:00,Dubai,79,40
2020-06-27 00:00:00,Fujairah,35,7
2020-05-14 09:00:00,Dubai,74,48
2020-04-27 21:00:00,Sharjah,83,34
2022-11-28 18:00:00,Ajman,10,5
2020-08-06 00:00:00,Ajman,31,24
2021-12-24 03:00:00,Ajman,97,1
2021-02-15 21:00:00,Abu Dhabi,79,17
2021-07-27 16:00:00,Fujairah,47,33
2020-09-22 17:00:00,Ajman,33,24
2020-10-02 17:00:00,Ajman,17,32
2021-05-25 03:00:00,Fujairah,51,4
2021-05-11 20:00:00,Abu Dhabi,61,45
2022-06-13 16:00:00,Abu Dhabi,85,30
2023-03-16 08:00:00,Fujairah,74,2
2021-05-03 05:00:00,Ajman,15,23
2022-03-19 16:00:00,Ajman,62,10
2021-04-29 00:00:00,Fujairah,8,21
2020-03-14 11:00:00,Fujairah,24,3
2021-01-29 21:00:00,Sharjah,56,35
2021-05-02 23:00:00,Sharjah,27,42
2022-10-26 17:00:00,Dubai,94,34
2023-05-12 20:00:00,Dubai,44,21
2022-10-21 20:00:00,Sharjah,46,0
2020-11-09 21:00:00,Abu Dhabi,71,40
2022-09-18 08:00:00,Abu Dhabi,39,17
2023-04-12 13:00:00,Ajman,13,5
2021-08-11 16:00:00,Sharjah,6,45
2023-04-17 00:00:00,Dubai,19,18
2020-02-03 04:00:00,Fujairah,32,21
2022-09-19 14:00:00,Ajman,79,44
2020-02-10 16:00:00,Dubai,90,44
2022-04-15 15:00:00,Abu Dhabi,21,27
2022-06-07 14:00:00,Dubai,98,6
2020-10-29 12:00:00,Abu Dhabi,86,45
2022-04-19 12:00:00,Ajman,53,34
2023-02-13 12:00:00,Fujairah,19,37
2021-05-04 00:00:00,Abu Dhabi,23,7
2020-12-02 13:00:00,Fujairah,33,31
2020-04-28 03:00:00,Ajman,24,14
2023-03-19 19:00:00,Abu Dhabi,63,46
2021-08-18 13:00:00,Fujairah,45,11
2020-10-26 23:00:00,Abu Dhabi,58,33
2020-04-12 09:00:00,Abu Dhabi,21,5
2021-01-12 23:00:00,Abu Dhabi,26,4
2021-04-13 13:00:00,Abu Dhabi,15,7
2021-11-30 09:00:00,Sharjah,4,2
2023-02-21 05:00:00,Fujairah,35,10
2021-02-06 22:00:00,Abu Dhabi,7,41
2023-03-31 20:00:00,Abu Dhabi,20,2
2022-01-14 11:00:00,Fujairah,12,13
2022-11-04 16:00:00,Abu Dhabi,53,27
2020-05-16 13:00:00,Fujairah,75,27
2020-01-10 19:00:00,Fujairah,52,41
2021-04-25 13:00:00,Fujairah,63,17
2023-04-15 05:00:00,Ajman,59,16
2021-09-07 16:00:00,Abu Dhabi,5,9
2021-11-07 08:00:00,Ajman,53,30
2021-05-08 02:00:00,Abu Dhabi,78,13
2022-11-24 14:00:00,Ajman,58,28
2021-10-22 12:00:00,Dubai,90,35
2021-02-23 18:00:00,Dubai,65,22
2020-07-24 07:00:00,Abu Dhabi,80,14
2021-03-25 12:00:00,Dubai,0,29
2020-04-29 09:00:00,Dubai,81,30
2023-02-09 09:00:00,Abu Dhabi,8,0
2022-04-09 12:00:00,Abu Dhabi,53,21
2021-12-22 12:00:00,Sharjah,13,1
2021-07-04 20:00:00,Ajman,65,44
2020-08-17 11:00:00,Ajman,82,6
2021-10-20 09:00:00,Abu Dhabi,43,1
2023-04-20 19:00:00,Sharjah,53,38
2022-10-06 13:00:00,Dubai,59,43
2021-09-04 19:00:00,Ajman,14,47
2022-06-13 05:00:00,Ajman,5,6
2021-03-06 23:00:00,Dubai,51,28
2020-03-29 11:00:00,Fujairah,73,47
2021-08-26 00:00:00,Fujairah,34,33
2022-06-06 14:00:00,Dubai,81,13
2022-01-14 14:00:00,Ajman,10,32
2023-05-10 14:00:00,Dubai,76,16
2022-03-18 13:00:00,Fujairah,97,19
2021-10-16 07:00:00,Abu Dhabi,94,33
2021-10-06 21:00:00,Dubai,84,29
2020-05-23 05:00:00,Dubai,97,26
2020-08-09 01:00:00,Dubai,99,39
2022-11-07 11:00:00,Fujairah,63,7
2022-05-05 11:00:00,Dubai,3,40
2021-05-06 11:00:00,Dubai,62,22
2023-05-15 07:00:00,Sharjah,66,35
2021-10-01 09:00:00,Fujairah,40,9
2020-09-11 14:00:00,Sharjah,51,7
2022-01-18 17:00:00,Sharjah,20,8
2022-01-19 07:00:00,Ajman,15,15
2020-02-17 11:00:00,Sharjah,90,41
2021-12-07 23:00:00,Fujairah,3,45
2021-03-11 16:00:00,Sharjah,68,4
2020-11-21 18:00:00,Dubai,69,23
2022-08-24 19:00:00,Dubai,8,45
2022-10-18 03:00:00,Ajman,68,5
2020-01-27 18:00:00,Ajman,56,39
2020-09-25 09:00:00,Sharjah,82,18
2021-08-12 00:00:00,Fujairah,64,15
2021-04-16 18:00:00,Dubai,68,44
2020-01-30 10:00:00,Abu Dhabi,2,7
2020-03-13 08:00:00,Dubai,91,43
2021-03-29 08:00:00,Fujairah,44,25
2021-05-05 01:00:00,Fujairah,11,49
2020-03-07 16:00:00,Fujairah,41,27
2023-01-26 00:00:00,Sharjah,87,16
2020-09-08 06:00:00,Ajman,94,48
2022-05-13 00:00:00,Dubai,86,3
2021-09-28 01:00:00,Abu Dhabi,68,38
2020-04-16 22:00:00,Abu Dhabi,27,37
2021-12-24 20:00:00,Abu Dhabi,1,4
2020-05-06 12:00:00,Fujairah,49,10
2022-08-30 09:00:00,Fujairah,19,14
2020-07-27 16:00:00,Ajman,63,42
2020-08-09 08:00:00,Fujairah,35,33
2021-08-05 12:00:00,Abu Dhabi,94,27
2023-02-06 22:00:00,Dubai,55,42
2021-07-24 20:00:00,Ajman,50,40
2020-02-03 19:00:00,Ajman,54,41
2021-10-10 04:00:00,Abu Dhabi,41,29
2020-02-17 21:00:00,Sharjah,27,14
2021-03-06 03:00:00,Sharjah,71,26
2022-01-22 03:00:00,Abu Dhabi,39,9
2023-03-08 11:00:00,Abu Dhabi,62,25
2021-12-30 09:00:00,Sharjah,59,47
2020-03-31 16:00:00,Ajman,22,48
2021-04-16 22:00:00,Dubai,88,32
2021-07-11 09:00:00,Dubai,92,21
2021-06-17 03:00:00,Sharjah,90,25
2021-10-25 13:00:00,Dubai,93,26
2021-03-29 03:00:00,Fujairah,78,12
2023-03-02 05:00:00,Dubai,66,7
2022-11-08 23:00:00,Dubai,85,11
2021-06-27 03:00:00,Sharjah,71,7
2021-05-20 00:00:00,Dubai,72,41
2022-04-04 05:00:00,Sharjah,7,1
2020-03-15 22:00:00,Fujairah,67,40
2022-04-29 13:00:00,Fujairah,54,44
2022-08-09 14:00:00,Ajman,88,22
2023-05-03 06:00:00,Sharjah,46,46
2021-06-14 06:00:00,Abu Dhabi,18,10
2020-03-11 07:00:00,Ajman,58,5
2021-03-23 06:00:00,Dubai,48,19
2021-05-13 08:00:00,Ajman,6,19
2020-03-29 19:00:00,Sharjah,15,24
2020-09-30 22:00:00,Dubai,74,4
2020-07-14 00:00:00,Fujairah,87,48
2022-09-01 04:00:00,Fujairah,48,32
2022-12-06 14:00:00,Abu Dhabi,34,18
2022-11-20 01:00:00,Dubai,89,47
2020-03-21 02:00:00,Dubai,62,30
2020-12-23 03:00:00,Dubai,4,20
2021-04-24 22:00:00,Sharjah,42,2
2020-02-10 02:00:00,Fujairah,25,32
2020-12-17 12:00:00,Fujairah,47,10
2023-04-04 11:00:00,Fujairah,34,24
2020-07-04 23:00:00,Ajman,3,18
2022-04-07 08:00:00,Dubai,21,37
2020-07-05 23:00:00,Fujairah,8,18
2021-02-01 04:00:00,Abu Dhabi,14,47
2021-06-25 20:00:00,Ajman,60,45
2023-02-20 21:00:00,Dubai,70,36
2020-07-30 03:00:00,Fujairah,21,36
2022-03-20 04:00:00,Abu Dhabi,46,22
2022-11-10 22:00:00,Fujairah,37,43
2022-08-28 03:00:00,Abu Dhabi,81,29
2020-01-14 12:00:00,Fujairah,97,18
2020-07-19 13:00:00,Dubai,61,39
2022-06-23 06:00:00,Fujairah,42,45
2021-05-21 19:00:00,Ajman,48,42
2020-05-02 05:00:00,Fujairah,65,34
2021-12-06 15:00:00,Fujairah,20,19
2020-12-29 01:00:00,Ajman,41,9
2020-11-27 09:00:00,Ajman,62,21
2022-01-11 16:00:00,Dubai,94,5
2022-05-24 16:00:00,Abu Dhabi,66,15
2023-01-14 20:00:00,Dubai,47,39
2020-03-08 02:00:00,Abu Dhabi,46,44
2020-03-28 00:00:00,Fujairah,85,22
2022-01-07 12:00:00,Sharjah,59,46
2020-11-07 12:00:00,Fujairah,27,1
2022-05-02 08:00:00,Fujairah,1,0
2020-11-28 17:00:00,Dubai,50,3
2022-07-13 10:00:00,Fujairah,62,6
2021-07-10 12:00:00,Ajman,94,2
2020-06-14 08:00:00,Dubai,25,28
2022-10-30 17:00:00,Sharjah,62,16
2020-05-01 05:00:00,Fujairah,3,26
2023-05-14 04:00:00,Ajman,52,29
2020-07-26 01:00:00,Dubai,94,11
2022-07-04 13:00:00,Ajman,23,22
2020-04-29 11:00:00,Ajman,18,40
2021-01-24 10:00:00,Fujairah,74,39
2022-07-10 14:00:00,Sharjah,53,46
2021-01-31 03:00:00,Ajman,62,31
2022-05-19 13:00:00,Sharjah,67,1
2023-04-03 00:00:00,Abu Dhabi,57,12
2020-02-01 21:00:00,Ajman,44,16
2022-02-01 15:00:00,Ajman,72,39
2020-05-01 11:00:00,Fujairah,5,1
2020-11-30 18:00:00,Abu Dhabi,85,34
2020-04-30 06:00:00,Abu Dhabi,39,24
2022-03-31 15:00:00,Sharjah,25,3
2022-08-02 21:00:00,Abu Dhabi,93,35
2020-11-07 19:00:00,Sharjah,67,45
2021-10-31 20:00:00,Dubai,76,40
2020-06-07 05:00:00,Dubai,14,5
2022-05-03 20:00:00,Abu Dhabi,46,32
2021-10-08 09:00:00,Abu Dhabi,27,2
2022-10-11 11:00:00,Fujairah,14,1
2021-06-20 16:00:00,Ajman,8,14
2020-08-22 05:00:00,Dubai,69,42
2021-03-18 16:00:00,Dubai,47,46
2020-10-19 19:00:00,Abu Dhabi,89,6
2021-08-16 10:00:00,Sharjah,35,5
2020-05-30 14:00:00,Ajman,17,0
2022-09-22 23:00:00,Dubai,39,10
2021-04-13 23:00:00,Fujairah,70,32
2020-04-15 23:00:00,Fujairah,74,46
2021-06-22 21:00:00,Sharjah,88,37
2021-06-18 05:00:00,Fujairah,87,43
2021-05-17 21:00:00,Fujairah,70,42
2023-02-01 18:00:00,Abu Dhabi,74,44
2022-01-07 02:00:00,Abu Dhabi,97,8
2020-11-02 03:00:00,Abu Dhabi,73,33
2020-08-05 10:00:00,Sharjah,42,4
2021-05-21 01:00:00,Fujairah,86,39
2020-10-02 09:00:00,Sharjah,22,26
2021-04-24 22:00:00,Abu Dhabi,60,6
2021-05-03 03:00:00,Sharjah,9,7
2021-12-15 14:00:00,Ajman,35,5
2022-12-13 17:00:00,Fujairah,63,42
2020-03-11 21:00:00,Abu Dhabi,17,3
2020-12-02 18:00:00,Ajman,21,47
2021-03-07 07:00:00,Abu Dhabi,88,0
2022-10-19 08:00:00,Abu Dhabi,71,27
2021-09-28 10:00:00,Dubai,69,11
2023-01-17 10:00:00,Sharjah,72,22
2022-04-05 06:00:00,Abu Dhabi,7,22
2020-09-15 20:00:00,Abu Dhabi,0,14
2022-02-16 00:00:00,Fujairah,24,17
2022-09-08 16:00:00,Abu Dhabi,75,17
2022-12-29 10:00:00,Fujairah,2,44
2023-02-25 11:00:00,Dubai,55,45
2020-07-15 06:00:00,Sharjah,69,7
2020-01-24 12:00:00,Sharjah,85,3
2023-03-13 03:00:00,Abu Dhabi,8,27
2020-09-14 16:00:00,Ajman,42,5
2020-07-09 22:00:00,Dubai,83,16
2022-12-27 11:00:00,Dubai,5,13
2020-12-18 23:00:00,Fujairah,52,38
2023-03-31 15:00:00,Dubai,43,31
2021-11-20 08:00:00,Ajman,79,19
2020-02-24 18:00:00,Abu Dhabi,12,4
2021-02-02 07:00:00,Ajman,15,7
2022-03-09 21:00:00,Dubai,44,4
2021-07-09 17:00:00,Dubai,29,11
2020-06-24 03:00:00,Fujairah,59,48
2020-02-12 14:00:00,Dubai,37,36
2022-06-21 02:00:00,Dubai,24,5
2020-01-05 12:00:00,Sharjah,26,11
2021-10-22 02:00:00,Ajman,4,12
2021-12-14 18:00:00,Sharjah,35,29
2020-03-13 18:00:00,Fujairah,18,29
2021-10-11 06:00:00,Sharjah,88,5
2020-08-12 16:00:00,Abu Dhabi,93,29
2023-03-30 13:00:00,Sharjah,1,40
2021-04-29 22:00:00,Abu Dhabi,26,11
2021-11-03 08:00:00,Sharjah,73,12
2022-11-09 07:00:00,Fujairah,61,41
2021-02-23 13:00:00,Sharjah,76,27
2021-03-12 06:00:00,Dubai,35,39
2021-12-17 21:00:00,Fujairah,58,22
2020-10-12 17:00:00,Abu Dhabi,37,15
2020-01-31 20:00:00,Ajman,58,9
2021-12-08 20:00:00,Abu Dhabi,84,22
2023-05-17 16:00:00,Abu Dhabi,4,10
2022-01-23 02:00:00,Sharjah,52,27
2022-06-19 02:00:00,Sharjah,80,49
2020-03-31 04:00:00,Dubai,8,31
2020-09-17 07:00:00,Dubai,50,16
2021-05-05 18:00:00,Dubai,68,38
2023-04-27 10:00:00,Dubai,42,49
2022-02-03 12:00:00,Dubai,86,14
2020-05-29 03:00:00,Abu Dhabi,18,11
2021-09-22 22:00:00,Sharjah,32,19
2022-10-02 04:00:00,Abu Dhabi,33,23
2022-01-02 17:00:00,Dubai,75,12
2021-11-21 14:00:00,Abu Dhabi,24,0
2020-02-26 15:00:00,Dubai,41,46
2022-01-02 22:00:00,Fujairah,45,39
2022-10-30 19:00:00,Dubai,50,21
2020-05-05 23:00:00,Abu Dhabi,29,15
2021-07-30 20:00:00,Fujairah,5,30
2021-09-19 20:00:00,Fujairah,32,36
2021-04-18 05:00:00,Sharjah,98,5
2020-06-19 17:00:00,Dubai,13,19
2020-07-30 02:00:00,Sharjah,58,15
2022-09-28 13:00:00,Dubai,90,19
2021-07-30 13:00:00,Fujairah,68,1
2023-03-13 07:00:00,Ajman,60,26
2020-02-21 20:00:00,Dubai,27,13
2022-11-06 20:00:00,Fujairah,41,31
2023-03-21 11:00:00,Dubai,53,23
2020-09-27 22:00:00,Dubai,87,39
2021-07-23 00:00:00,Sharjah,99,3
2023-01-08 17:00:00,Fujairah,15,9
2021-04-10 14:00:00,Dubai,1,34
2020-12-20 23:00:00,Abu Dhabi,15,46
2023-01-23 19:00:00,Fujairah,1,47
2021-03-17 03:00:00,Dubai,28,32
2021-12-09 13:00:00,Sharjah,76,24
2022-08-13 01:00:00,Sharjah,4,10
2022-08-17 03:00:00,Sharjah,96,5
2021-07-16 04:00:00,Sharjah,22,27
2020-01-05 17:00:00,Sharjah,3,19
2020-06-09 05:00:00,Fujairah,41,14
2023-03-06 16:00:00,Ajman,3,1
2020-12-19 03:00:00,Sharjah,62,25
2020-06-22 14:00:00,Abu Dhabi,95,3
2021-05-14 03:00:00,Fujairah,67,45
2021-11-08 09:00:00,Dubai,81,24
2021-03-04 03:00:00,Ajman,11,45
2022-05-30 03:00:00,Fujairah,40,23
2021-03-19 09:00:00,Dubai,18,10
2021-03-20 06:00:00,Abu Dhabi,28,32
2021-06-15 19:00:00,Sharjah,6,35
2020-08-11 17:00:00,Sharjah,24,21
2020-11-19 09:00:00,Fujairah,53,22
2020-05-28 16:00:00,Abu Dhabi,5,8
2022-07-10 17:00:00,Abu Dhabi,73,25
2022-02-11 15:00:00,Sharjah,57,26
2020-04-22 22:00:00,Abu Dhabi,47,6
2022-04-04 06:00:00,Dubai,99,14
2022-11-30 19:00:00,Sharjah,39,25
2023-03-18 21:00:00,Sharjah,4,3
2022-07-10 21:00:00,Dubai,87,6
2020-10-07 19:00:00,Sharjah,80,19
2021-04-01 10:00:00,Abu Dhabi,33,30
2020-06-08 15:00:00,Sharjah,90,18
2020-05-27 07:00:00,Ajman,17,35
2022-09-10 01:00:00,Sharjah,18,28
2022-07-02 17:00:00,Sharjah,39,46
2022-07-11 13:00:00,Ajman,77,24
2020-11-30 01:00:00,Abu Dhabi,75,15
2022-12-12 11:00:00,Sharjah,35,18
2023-05-09 20:00:00,Fujairah,87,22
2023-04-19 07:00:00,Fujairah,73,23
2022-11-23 01:00:00,Fujairah,4,12
2020-06-20 17:00:00,Abu Dhabi,16,22
2021-12-13 13:00:00,Abu Dhabi,13,5
2020-08-17 11:00:00,Sharjah,90,27
2021-12-20 00:00:00,Sharjah,82,18
2020-04-23 20:00:00,Fujairah,91,43
2021-03-23 06:00:00,Fujairah,27,15
2022-08-10 15:00:00,Dubai,98,47
2021-04-24 05:00:00,Dubai,13,39
2021-06-29 00:00:00,Sharjah,42,2
2021-02-11 20:00:00,Ajman,33,25
2022-03-06 03:00:00,Fujairah,64,47
2021-03-23 21:00:00,Sharjah,19,9
2021-02-28 20:00:00,Abu Dhabi,92,20
2022-12-31 02:00:00,Fujairah,80,6
2022-04-26 18:00:00,Abu Dhabi,36,15
2020-02-14 21:00:00,Ajman,74,28
2021-04-03 02:00:00,Ajman,57,18
2020-05-08 05:00:00,Dubai,36,8
2020-01-18 04:00:00,Ajman,76,37
2020-07-06 20:00:00,Ajman,4,15
2020-12-02 08:00:00,Sharjah,52,35
2022-11-08 08:00:00,Abu Dhabi,93,4
2022-10-08 10:00:00,Sharjah,90,1
2023-03-15 20:00:00,Sharjah,8,2
2021-06-10 13:00:00,Ajman,84,0
2021-12-01 06:00:00,Fujairah,68,27
2020-01-02 20:00:00,Ajman,61,49
2022-09-30 15:00:00,Fujairah,41,0
2020-02-16 18:00:00,Sharjah,43,28
2022-11-12 16:00:00,Abu Dhabi,33,5
2020-05-27 20:00:00,Ajman,30,8
2021-03-13 03:00:00,Ajman,68,31
2020-01-24 06:00:00,Sharjah,36,14
2022-08-18 02:00:00,Sharjah,19,38
2021-03-31 23:00:00,Sharjah,39,6
2020-12-29 15:00:00,Sharjah,16,16
2023-04-09 15:00:00,Fujairah,23,34
2020-10-26 10:00:00,Fujairah,23,47
2020-05-29 01:00:00,Abu Dhabi,23,47
2023-03-22 06:00:00,Ajman,43,22
2020-07-21 03:00:00,Ajman,41,15
2023-02-15 23:00:00,Fujairah,67,35
2021-09-05 12:00:00,Fujairah,9,8
2022-02-16 00:00:00,Abu Dhabi,92,19
2022-03-30 15:00:00,Fujairah,95,8
2022-07-26 06:00:00,Fujairah,55,26
2021-03-25 17:00:00,Ajman,16,16
2022-02-05 19:00:00,Fujairah,67,12
2020-12-21 10:00:00,Dubai,31,19
2021-05-15 03:00:00,Abu Dhabi,75,45
2020-04-25 11:00:00,Dubai,41,27
2020-04-08 20:00:00,Ajman,32,36
2020-08-14 23:00:00,Fujairah,35,30
2021-07-30 11:00:00,Sharjah,33,48
2022-09-10 19:00:00,Dubai,95,37
2020-04-12 19:00:00,Dubai,95,43
2021-05-24 07:00:00,Fujairah,99,13
2021-10-24 19:00:00,Fujairah,77,6
2022-07-26 02:00:00,Fujairah,84,8
2021-01-11 18:00:00,Dubai,72,33
2020-01-27 22:00:00,Dubai,42,25
2023-05-23 13:00:00,Abu Dhabi,37,33
2020-04-13 00:00:00,Dubai,62,9
2021-07-03 15:00:00,Dubai,34,22
2022-12-23 01:00:00,Ajman,47,15
2021-07-14 09:00:00,Fujairah,79,49
2023-04-28 18:00:00,Ajman,68,3
2022-01-12 06:00:00,Sharjah,33,46
2021-04-15 17:00:00,Ajman,21,18
2020-10-23 03:00:00,Dubai,89,19
2020-05-31 12:00:00,Fujairah,90,22
2021-05-10 06:00:00,Dubai,84,1
2020-01-07 18:00:00,Dubai,83,44
2022-03-17 05:00:00,Dubai,94,24
2022-11-26 03:00:00,Fujairah,15,48
2021-05-19 16:00:00,Fujairah,86,32
2022-01-07 07:00:00,Fujairah,37,20
2021-12-01 20:00:00,Abu Dhabi,95,27
2023-05-01 05:00:00,Fujairah,23,20
2022-09-26 10:00:00,Abu Dhabi,1,6
2021-10-18 01:00:00,Abu Dhabi,91,4
2022-10-11 02:00:00,Sharjah,60,48
2022-08-20 05:00:00,Abu Dhabi,19,26
2022-02-19 18:00:00,Fujairah,68,49
2021-11-02 19:00:00,Ajman,51,46
2020-11-15 00:00:00,Abu Dhabi,47,14
2021-05-21 10:00:00,Abu Dhabi,70,37
2021-03-13 16:00:00,Abu Dhabi,63,36
2020-01-30 17:00:00,Fujairah,50,3
2023-03-29 02:00:00,Dubai,12,13
2021-01-27 08:00:00,Dubai,65,34
2020-01-11 18:00:00,Ajman,82,42
2020-10-17 18:00:00,Ajman,86,7
2022-10-17 01:00:00,Dubai,85,10
2020-04-04 09:00:00,Fujairah,19,36
2020-07-12 01:00:00,Fujairah,52,16
2022-06-16 21:00:00,Abu Dhabi,86,45
2022-11-06 20:00:00,Abu Dhabi,64,23
2022-02-24 19:00:00,Sharjah,33,0
2020-03-01 12:00:00,Fujairah,22,33
2021-09-11 00:00:00,Dubai,53,16
2021-08-14 16:00:00,Abu Dhabi,48,11
2022-12-25 22:00:00,Sharjah,56,25
2020-02-11 04:00:00,Abu Dhabi,93,21
2022-07-14 06:00:00,Abu Dhabi,39,1
2021-12-12 22:00:00,Ajman,58,15
2020-06-06 11:00:00,Abu Dhabi,47,30
2021-11-01 23:00:00,Sharjah,97,46
2022-08-28 02:00:00,Ajman,61,4
2022-08-18 07:00:00,Sharjah,55,15
2021-01-17 13:00:00,Abu Dhabi,49,32
2023-02-06 08:00:00,Ajman,76,7
2023-05-09 23:00:00,Abu Dhabi,95,9
2022-03-12 23:00:00,Abu Dhabi,67,48
2021-07-23 12:00:00,Dubai,73,0
2020-07-12 06:00:00,Dubai,71,48
2022-06-23 09:00:00,Dubai,7,20
2022-06-26 15:00:00,Fujairah,33,22
2021-07-18 01:00:00,Dubai,40,4
2021-02-10 14:00:00,Fujairah,16,33
2023-03-19 05:00:00,Dubai,26,48
2022-01-24 04:00:00,Dubai,51,46
2021-11-09 21:00:00,Fujairah,64,26
2021-07-18 21:00:00,Ajman,6,35
2021-01-17 21:00:00,Dubai,33,0
2020-09-12 12:00:00,Dubai,42,30
2022-03-23 07:00:00,Sharjah,53,44
2021-01-20 18:00:00,Fujairah,55,22
2023-04-06 00:00:00,Abu Dhabi,53,22
2020-04-29 11:00:00,Dubai,75,13
2021-07-27 14:00:00,Dubai,11,0
2021-11-10 21:00:00,Abu Dhabi,53,29
2020-12-29 08:00:00,Dubai,83,1
2020-03-27 01:00:00,Dubai,98,18
2022-12-07 01:00:00,Ajman,91,33
2021-12-03 09:00:00,Fujairah,83,24
2020-02-18 05:00:00,Dubai,28,49
2020-01-31 20:00:00,Dubai,60,6
